user_id,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
249607464.0,Left 4 Dead 2,Killing Floor,Garry's Mod,Left 4 Dead,Synergy,Dungeon Defenders,Guns of Icarus Online,Magicka,Insurgency,Killing Floor 2,Arma 3,Day of Defeat: Source,RUNNING WITH RIFLES,Counter-Strike: Global Offensive,Natural Selection 2,Murder Miners,PAYDAY 2,Squad,Chivalry: Medieval Warfare,Codename CURE
301776008.0,Arma 2: Operation Arrowhead,Moonbase Alpha,RUNNING WITH RIFLES,Arma 2,PlanetSide 2,Mitos.is: The Game,Creativerse,War Thunder,America's Army: Proving Grounds,Defiance,Fishing Planet,Star Conflict,Star Trek Online,RIFT,Warface,Elite Dangerous,Kingdom Wars,Heroes & Generals,Nomad,Genesis Online
55112407.0,,,,,,,,,,,,,,,,,,,,
299950927.0,Left 4 Dead 2,Killing Floor,Garry's Mod,Left 4 Dead,Synergy,Guns of Icarus Online,Insurgency,Arma 3,Killing Floor 2,Day of Defeat: Source,Counter-Strike: Global Offensive,Natural Selection 2,PAYDAY 2,Murder Miners,Codename CURE,Chivalry: Medieval Warfare,Rust,ORION: Prelude,Primal Carnage: Extinction,Warface
63391345.0,Portal 2,Half-Life 2,Terraria,Half-Life 2: Episode Two,Fallout: New Vegas,Black Mesa,Half-Life 2: Episode One,BioShock Infinite - Season Pass,Path of Exile,Guns of Icarus Online,Deus Ex: Human Revolution - Director's Cut,Half-Life 2: Update,Half-Life: Blue Shift,Red Faction,Mirror's Edge™,Natural Selection 2,Q.U.B.E: Director's Cut,Spiral Knights,Bully: Scholarship Edition,Call of Duty®: Black Ops II
294667556.0,,,,,,,,,,,,,,,,,,,,
91405713.0,Sleeping Dogs,Max Payne 2: The Fall of Max Payne,Tom Clancy's Splinter Cell Chaos Theory®,Grand Theft Auto: Vice City,Mafia,Max Payne,Hitman: Absolution™,GUN™,Grand Theft Auto: San Andreas,L.A. Noire,Grand Theft Auto III,Tom Clancy's Splinter Cell®,Far Cry®,METAL GEAR SOLID V: GROUND ZEROES,Max Payne 3,Grand Theft Auto: Episodes from Liberty City,Hitman: Codename 47,Grand Theft Auto V,Just Cause,Kane & Lynch 2: Dog Days
67791342.0,Left 4 Dead 2,Killing Floor,Left 4 Dead,Sanctum 2,PAYDAY™ The Heist,Sins of a Solar Empire: Rebellion®,Killing Floor 2,Arma 3,Earth Defense Force: Insect Armageddon,Sniper Elite V2,Tom Clancy's Rainbow Six® Vegas 2,PAYDAY 2,Resident Evil Revelations / Biohazard Revelations,Call of Duty®: Black Ops II,Iron Brigade,ORION: Prelude,Satellite Reign,Primal Carnage: Extinction,God Mode,"Warhammer 40,000: Dawn of War II: Retribution"
124221152.0,Left 4 Dead 2,Garry's Mod,Alien Swarm,Left 4 Dead,Team Fortress 2,PAYDAY™ The Heist,Dying Light,Insurgency,Arma 3,Killing Floor 2,Day of Defeat: Source,Zombie Panic! Source,Murder Miners,PAYDAY 2,Codename CURE,Call of Duty®: Black Ops II,ORION: Prelude,Primal Carnage: Extinction,Damned,Tower Wars
182491331.0,,,,,,,,,,,,,,,,,,,,
231009125.0,Arma 2: Operation Arrowhead,Insurgency,Arma 3,Day of Defeat: Source,Darkest Hour: Europe '44-'45,Of Guards And Thieves,Verdun,Squad,Arma 2,PlanetSide 2,Tom Clancy's Rainbow Six® Siege,America's Army: Proving Grounds,Defiance,Star Conflict,Gear Up,IL-2 Sturmovik: Battle of Stalingrad,Warface,Steel Ocean,The Crew™,Heroes & Generals
32939936.0,Unreal Tournament: Game of the Year Edition,Killing Floor,Counter-Strike: Source,Half-Life,QUAKE,Quake III Arena,Shadow Warrior Classic (1997),STAR WARS™ Republic Commando™,Team Fortress 2,Tom Clancy's Ghost Recon® Desert Siege™,QUAKE II,Call of Duty®,Descent 2,PAYDAY™ The Heist,Arma 2: Operation Arrowhead,Delta Force: Black Hawk Down,Insurgency,STAR WARS™ Jedi Knight II - Jedi Outcast™,Call of Duty® 2,Fortress Forever
165565786.0,Left 4 Dead 2,Killing Floor,Garry's Mod,Left 4 Dead,Synergy,Guns of Icarus Online,Insurgency,Arma 3,Killing Floor 2,Day of Defeat: Source,Counter-Strike: Global Offensive,Natural Selection 2,PAYDAY 2,Murder Miners,Codename CURE,Chivalry: Medieval Warfare,Rust,ORION: Prelude,Primal Carnage: Extinction,Warface
213858385.0,Euro Truck Simulator 2,Rock of Ages,Car Mechanic Simulator 2015 - Trader Pack,RUSH,BeamNG.drive,Project CARS - Modified Car Pack,DiRT Rally,Spermination,RUSH,DOOM 3 Resurrection of Evil,Car Mechanic Simulator 2014,Euro Truck Simulator,RIDE: Yamaha 2015 Bike Models,Project CARS,Metal Drift,FarSky,Grand Theft Auto: Episodes from Liberty City,Construction Simulator 2015,Grand Theft Auto V,18 Wheels of Steel: American Long Haul
188321266.0,,,,,,,,,,,,,,,,,,,,
43186470.0,Unreal Tournament: Game of the Year Edition,Killing Floor,Counter-Strike: Source,Half-Life,QUAKE,Quake III Arena,Shadow Warrior Classic (1997),STAR WARS™ Republic Commando™,Team Fortress 2,Tom Clancy's Ghost Recon® Desert Siege™,QUAKE II,Call of Duty®,Descent 2,PAYDAY™ The Heist,Arma 2: Operation Arrowhead,Delta Force: Black Hawk Down,Insurgency,STAR WARS™ Jedi Knight II - Jedi Outcast™,Call of Duty® 2,Fortress Forever
115287826.0,Terraria,Torchlight II,Grim Dawn,Spiral Knights,Hero Siege,Creativerse,TERA,Neverwinter,Dragons and Titans,Elsword,RIFT,Dragon Nest,Dungeon Defenders II,Vindictus,Combat Monsters,The Incredible Adventures of Van Helsing: Final Cut,Tree of Life,Aberoth,Nomad,Wanderlust: Rebirth
192976811.0,Terraria,Dying Light,Path of Exile,Dig or Die,Fistful of Frags,Starbound,Space Engineers,Of Guards And Thieves,Cry of Fear,Boring Man - Online Tactical Stickman Combat,Zombie Panic! Source,Spiral Knights,TerraTech,Rust,Creativerse,ORION: Prelude,Star Conflict,EVE Online,Contagion,Gear Up
72207742.0,,,,,,,,,,,,,,,,,,,,
134615317.0,Left 4 Dead 2,Dungeon Defenders,Magicka,Insurgency,Arma 3,Killing Floor 2,Counter-Strike: Global Offensive,PAYDAY 2,Tom Clancy's Rainbow Six® Siege,SMITE®,Magicka 2,ORION: Prelude,TOXIKK™,RIFT,ArcheBlade™,Dungeon Defenders II,Tower Wars,Warface,Prime World,CroNix
187462362.0,Terraria,Dying Light,Fistful of Frags,Starbound,Zombie Panic! Source,Boring Man - Online Tactical Stickman Combat,Cry of Fear,Spiral Knights,Rust,Creativerse,ORION: Prelude,Contagion,CastleMiner Z,Rake,Miscreated,DayZ,Tales Runner,Nomad,Survarium,The Fifth Day
204748975.0,Castle Crashers®,Broforce,Left 4 Dead 2,Guacamelee! Gold Edition,Guacamelee! Super Turbo Championship Edition,Worms Armageddon,ibb & obb,Rayman® Origins,Dungeon Defenders,Rayman® Legends,Insurgency,Magicka,PewDiePie: Legend of the Brofist,Hammerwatch,Shank,Killing Floor 2,Arma 3,Insanely Twisted Shadow Planet,Counter-Strike: Global Offensive,Dead Pixels
119368216.0,Sam & Max 102: Situation: Comedy,Grim Legends 2: Song of the Dark Swan,Botanicula,Left 4 Dead 2,The Journey Down: Chapter Two,Killing Floor,Quarries of Scred,Door Kickers,Black Ice,Gunman Clive 2,Serious Sam HD: The Second Encounter,Team Fortress 2,Sanctum 2,Tabletop Simulator,PAYDAY™ The Heist,Year Walk,Contraption Maker,Synergy,Nightmares from the Deep: The Cursed Heart,Sins of a Solar Empire: Rebellion®
243429504.0,Outlast: Whistleblower DLC,The Witcher® 3: Wild Hunt,Dishonored,Outlast,Mark of the Ninja,Dying Light,Thief™ Gold,METAL GEAR SOLID V: THE PHANTOM PAIN,Prey,The Witcher 2: Assassins of Kings Enhanced Edition,They Breathe,Murdered: Soul Suspect,Thief: Deadly Shadows,Styx: Master of Shadows,Betrayer,Enclave,Albino Lullaby: Episode 1,I Am Alive,Lichdom: Battlemage,FINAL FANTASY TYPE-0™ HD
39622853.0,The Witcher 3: Wild Hunt - Expansion Pass,Primordia,BattleBlock Theater®,planetarian ~the reverie of a little planet~,Tex Murphy: Under a Killing Moon,Don't Starve: Reign of Giants,Enigmatis 2: The Mists of Ravenwood,eden*,The Expendabros,Grim Legends 2: Song of the Dark Swan,Outlast: Whistleblower DLC,Freedom Planet,Terraria,FTL: Faster Than Light,Killing Floor,Orcs Must Die!,Nightmares from the Deep 3: Davy Jones,Dust: An Elysian Tail,Dishonored,Don't Starve: Shipwrecked
158899877.0,Left 4 Dead 2,Dungeon Defenders,Magicka,Insurgency,Arma 3,Killing Floor 2,Counter-Strike: Global Offensive,PAYDAY 2,Tom Clancy's Rainbow Six® Siege,SMITE®,Magicka 2,ORION: Prelude,TOXIKK™,RIFT,ArcheBlade™,Dungeon Defenders II,Tower Wars,Warface,Prime World,CroNix
106806146.0,Portal 2,The Room,BattleBlock Theater®,Mark of the Ninja,Downwell,Stronghold Crusader HD,Botanicula,GemCraft - Chasing Shadows,Killing Floor,Kingdom Rush,Castle Crashers®,Shatter,Ikaruga,Crimzon Clover WORLD IGNITION,Tales of Maj'Eyal,Lethal League,Saints Row: The Third,Papo & Yo,Thomas Was Alone,Braid
308220794.0,,,,,,,,,,,,,,,,,,,,
78996406.0,,,,,,,,,,,,,,,,,,,,
122328547.0,,,,,,,,,,,,,,,,,,,,
244266460.0,Path of Exile,Spiral Knights,The Lord of the Rings Online™,DC Universe™ Online,Aura Kingdom,TERA,Trove,Dragons and Titans,Defiance,Star Trek Online,Elsword,RIFT,Dragon Nest,Mabinogi,Vindictus,Champions Online,Dungeons & Dragons Online®,Royal Quest,MapleStory,Aberoth
164259079.0,Left 4 Dead 2,Dungeon Defenders,Magicka,Insurgency,Arma 3,Killing Floor 2,Counter-Strike: Global Offensive,PAYDAY 2,Tom Clancy's Rainbow Six® Siege,SMITE®,Magicka 2,ORION: Prelude,TOXIKK™,RIFT,ArcheBlade™,Dungeon Defenders II,Tower Wars,Warface,Prime World,CroNix
168375605.0,,,,,,,,,,,,,,,,,,,,
159152280.0,,,,,,,,,,,,,,,,,,,,
159086542.0,,,,,,,,,,,,,,,,,,,,
89867101.0,,,,,,,,,,,,,,,,,,,,
169308850.0,Left 4 Dead 2,Dungeon Defenders,Magicka,Insurgency,Arma 3,Killing Floor 2,Counter-Strike: Global Offensive,PAYDAY 2,Tom Clancy's Rainbow Six® Siege,SMITE®,Magicka 2,ORION: Prelude,TOXIKK™,RIFT,ArcheBlade™,Dungeon Defenders II,Tower Wars,Warface,Prime World,CroNix
212466515.0,The Room,Kingdom Rush,Left 4 Dead 2,Terraria,Killing Floor,Tomb Raider,Black Ice,Door Kickers,Serious Sam HD: The Second Encounter,Left 4 Dead,Tabletop Simulator,Spec Ops: The Line,Sanctum 2,Hero of the Kingdom,Sleeping Dogs,Serious Sam HD: The First Encounter,PAYDAY™ The Heist,Dying Light,Sins of a Solar Empire: Rebellion®,Five Nights at Freddy's 4
214606702.0,,,,,,,,,,,,,,,,,,,,
85045079.0,Left 4 Dead 2,Killing Floor,Garry's Mod,Left 4 Dead,Synergy,Guns of Icarus Online,Insurgency,Arma 3,Killing Floor 2,Day of Defeat: Source,Counter-Strike: Global Offensive,Natural Selection 2,PAYDAY 2,Murder Miners,Codename CURE,Chivalry: Medieval Warfare,Rust,ORION: Prelude,Primal Carnage: Extinction,Warface
284490460.0,,,,,,,,,,,,,,,,,,,,
196960100.0,Left 4 Dead 2,Killing Floor,Garry's Mod,Left 4 Dead,Synergy,Guns of Icarus Online,Insurgency,Arma 3,Killing Floor 2,Day of Defeat: Source,Counter-Strike: Global Offensive,Natural Selection 2,PAYDAY 2,Murder Miners,Codename CURE,Chivalry: Medieval Warfare,Rust,ORION: Prelude,Primal Carnage: Extinction,Warface
116617462.0,Dust: An Elysian Tail,Mark of the Ninja,Ori and the Blind Forest,Terraria,Shantae and the Pirate's Curse,Tomb Raider,POSTAL 2,Saints Row: The Third,Axiom Verge,Orcs Must Die! 2,The Swapper,Besiege,Sleeping Dogs,Rogue Legacy,Mafia II,Max Payne 2: The Fall of Max Payne,Tom Clancy's Splinter Cell Chaos Theory®,You Have to Win the Game,Saints Row IV,Grand Theft Auto: Vice City
233269570.0,Left 4 Dead 2,Dungeon Defenders,Magicka,Insurgency,Arma 3,Killing Floor 2,Counter-Strike: Global Offensive,PAYDAY 2,Tom Clancy's Rainbow Six® Siege,SMITE®,Magicka 2,ORION: Prelude,TOXIKK™,RIFT,ArcheBlade™,Dungeon Defenders II,Tower Wars,Warface,Prime World,CroNix
115325355.0,,,,,,,,,,,,,,,,,,,,
229612766.0,,,,,,,,,,,,,,,,,,,,
11403772.0,Axiom Verge Original Soundtrack,This War of Mine - War Child Charity DLC,The Witcher 3: Wild Hunt - Expansion Pass,One Finger Death Punch,Battlefield: Bad Company 2 Vietnam,Unreal Tournament: Game of the Year Edition,Luxor Evolved,The Legend of Heroes: Trails in the Sky SC,The Room,The Witcher® 3: Wild Hunt,BattleBlock Theater®,Outlast: Whistleblower DLC,Epic Battle Fantasy 4,Primordia,South Park™: The Stick of Truth™,Castle Crashers - Blacksmith Pack,Enigmatis 2: The Mists of Ravenwood,Freedom Planet - Official Soundtrack,Grim Legends 2: Song of the Dark Swan,Escape Goat
227863185.0,Terraria,Outlast,Estranged: Act I,Dying Light,Call of Duty: World at War,The Forest,Synergy,Path of Exile,Warframe,Bloons TD 5,Guns of Icarus Online,Dig or Die,Starbound,Fistful of Frags,Killing Floor 2,Penumbra Overture,Serious Sam 2,Sniper Elite: Nazi Zombie Army,Nation Red,Far Cry 3
139433517.0,Left 4 Dead 2,Dungeon Defenders,Magicka,Insurgency,Arma 3,Killing Floor 2,Counter-Strike: Global Offensive,PAYDAY 2,Tom Clancy's Rainbow Six® Siege,SMITE®,Magicka 2,ORION: Prelude,TOXIKK™,RIFT,ArcheBlade™,Dungeon Defenders II,Tower Wars,Warface,Prime World,CroNix
254814380.0,Dead Space™ 2,Grand Theft Auto: Vice City,Just Cause 2: Multiplayer Mod,Just Cause 2,Far Cry 3,Grand Theft Auto: San Andreas,Grand Theft Auto III,Tom Clancy's Splinter Cell®,Arma 2,Bully: Scholarship Edition,Tom Clancy’s Splinter Cell Blacklist,Far Cry® 4,Overgrowth,Dead Rising® 2,Bionic Commando,Just Cause™ 3,Grand Theft Auto: Episodes from Liberty City,Grand Theft Auto V,Watch_Dogs™,Assassin's Creed® Unity
82695118.0,Killing Floor,Left 4 Dead 2,Garry's Mod,Left 4 Dead,Sanctum 2,PAYDAY™ The Heist,Synergy,Sins of a Solar Empire: Rebellion®,Guns of Icarus Online,Insurgency,Arma 3,Killing Floor 2,Earth Defense Force: Insect Armageddon,Day of Defeat: Source,Sniper Elite V2,Counter-Strike: Global Offensive,Natural Selection 2,Murder Miners,PAYDAY 2,Tom Clancy's Rainbow Six® Vegas 2
195322037.0,FlatOut,GT Legends,F1 2012™,rFactor 2,RACE - The WTCC Game,iRacing,MXGP - The Official Motocross Videogame,Dangerous Waters,Project CARS,Need for Speed: Shift,Xpand Rally Xtreme,Need for Speed Undercover,Trainz™ Simulator 12,The Golf Club,Shift 2 Unleashed,Emergency 2014,MotoGP™14,F1 2015,RACE: Caterham Expansion,RACE On
50744279.0,This War of Mine - War Child Charity DLC,Mount & Blade: Warband,Don't Starve: Shipwrecked,Stronghold Crusader HD,Terraria,Kingdom Rush,Half-Life,"Warhammer® 40,000: Dawn of War® - Game of the Year Edition",Garry's Mod,Sid Meier's Civilization® V,Sid Meier's Civilization V: Brave New World,Total Annihilation,Shower With Your Dad Simulator 2015: Do You Still Shower With Your Dad,Tales of Maj'Eyal - Ashes of Urh'Rok,Space Rangers HD: A War Apart,"Warhammer® 40,000: Dawn of War® - Soulstorm",Templar Battleforce,Lords of the Realm II,Torchlight II,STAR WARS™ Republic Commando™
186673066.0,Europa Universalis III: Divine Wind,Portal 2,Don't Starve: Reign of Giants,Terraria,Don't Starve: Shipwrecked,Borderlands 2,Quarries of Scred,Saints Row: The Third,Total Annihilation,Black Ice,Serious Sam HD: The Second Encounter,Majesty Gold HD,Orcs Must Die! 2,Besiege,Subnautica,Alien Swarm,Flashback,Sanctum 2,Mass Effect,Spec Ops: The Line
178274653.0,RUNNING WITH RIFLES,Squad,PlanetSide 2,Rust,Creativerse,Sniper Elite 3,War Thunder,Fishing Planet,Defiance,RIFT,Call to Arms,Robocraft,Warface,Steel Ocean,Rake,The Crew™,Tree of Life,Nomad,Survarium,CroNix
294130030.0,,,,,,,,,,,,,,,,,,,,
244855763.0,,,,,,,,,,,,,,,,,,,,
66078954.0,Portal 2,BattleBlock Theater®,Castle Crashers®,Mark of the Ninja,The Journey Down: Chapter Two,Dust: An Elysian Tail,Killing Floor,Long Live The Queen,BioShock Infinite,Indiana Jones® and the Fate of Atlantis™,Half-Life 2: Episode Two,Shantae and the Pirate's Curse,Fallout: New Vegas,The Secret of Monkey Island: Special Edition,Half-Life,Besiege,Axiom Verge,Peggle™ Nights,"Spy Fox in ""Dry Cereal""",Half-Life: Opposing Force
184807923.0,planetarian ~the reverie of a little planet~,Terraria,Indie Game: The Movie,Everlasting Summer,Sanctum 2,The Cat and the Coup,SC2VN - The eSports Visual Novel,The Cat Lady,Dying Light,CS:GO Player Profiles,The Longest Journey,"Warhammer 40,000: Space Marine",Fistful of Frags,Starbound,Vanguard Princess Director's Cut,Arma 3,Serious Sam 2,Heroine's Quest: The Herald of Ragnarok,Sniper Elite V2,Boring Man - Online Tactical Stickman Combat
188491294.0,Left 4 Dead 2,Dungeon Defenders,Magicka,Insurgency,Arma 3,Killing Floor 2,Counter-Strike: Global Offensive,PAYDAY 2,Tom Clancy's Rainbow Six® Siege,SMITE®,Magicka 2,ORION: Prelude,TOXIKK™,RIFT,ArcheBlade™,Dungeon Defenders II,Tower Wars,Warface,Prime World,CroNix
225289523.0,SOMA,CrossCode,Axiom Verge,The Swapper,Rodina,SteamWorld Dig,Reassembly,The Long Dark,Environmental Station Alpha,Prey,Rebel Galaxy,ENSLAVED™: Odyssey to the West™ Premium Edition,Remember Me,Deadlight,The Flame in the Flood,Labyronia RPG 2,Mars: War Logs,Fallout 4,Kholat,Protocol
159867966.0,Portal 2,Killing Floor,Left 4 Dead,Dying Light,Call of Duty: World at War,Killing Floor 2,Arma 3,Nation Red,Sniper Elite: Nazi Zombie Army,Zombie Panic! Source,Bloody Trapland,Resident Evil™ 5/ Biohazard 5®,Resident Evil Revelations / Biohazard Revelations,Call of Duty®: Black Ops II,How to Survive,Rocketbirds: Hardboiled Chicken,Resident Evil 6 / Biohazard 6,Resident Evil Revelations 2 / Biohazard Revelations 2,ORION: Prelude,Contagion
82046939.0,Shelter 2 Soundtrack,Axiom Verge Original Soundtrack,Dreaming Sarah OST,Outlast: Whistleblower DLC,BattleBlock Theater®,Don't Starve: Reign of Giants,Enigmatis 2: The Mists of Ravenwood,Mount & Blade: Warband,The Legend of Heroes: Trails in the Sky SC,Portal,Freedom Planet,Mark of the Ninja,Killing Floor,Dishonored,Castle Crashers®,Kingdom Rush,Borderlands 2,GemCraft - Chasing Shadows,Freddi Fish and the Case of the Missing Kelp Seeds,Garry's Mod
112459307.0,Path of Exile,Spiral Knights,The Lord of the Rings Online™,DC Universe™ Online,Aura Kingdom,Neverwinter,Trove,Defiance,Star Trek Online,Elsword,RIFT,Dragon Nest,ArcheBlade™,Dungeon Fighter Online,Mabinogi,Vindictus,Champions Online,Royal Quest,MapleStory,Aberoth
111754806.0,Axiom Verge Original Soundtrack,Portal 2,BattleBlock Theater®,Grim Legends 2: Song of the Dark Swan,Mount & Blade: Warband,Eternal Senia,Enigmatis 2: The Mists of Ravenwood,Don't Starve: Reign of Giants,eden*,Outlast: Whistleblower DLC,The Witcher® 3: Wild Hunt,Killing Floor,Botanicula,Left 4 Dead 2,Outlast,Hexcells,LYNE,Terraria,GemCraft - Chasing Shadows,Half-Life 2
145927933.0,Portal 2,Downwell,Killing Floor,Terraria,Half-Life 2,Half-Life,Tales of Maj'Eyal,Left 4 Dead,Orcs Must Die! 2,Door Kickers,Serious Sam HD: The Second Encounter,Black Ice,Lambda Wars Beta,Half-Life: Opposing Force,Serious Sam HD: The First Encounter,Tabletop Simulator,Sanctum 2,Rogue Legacy,Contraption Maker,Synergy
139149185.0,,,,,,,,,,,,,,,,,,,,
107131506.0,Terraria,Killing Floor,Left 4 Dead 2,Garry's Mod,Left 4 Dead,Dying Light,Synergy,Guns of Icarus Online,Starbound,Insurgency,Arma 3,Killing Floor 2,Serious Sam 2,Teeworlds,Day of Defeat: Source,RUNNING WITH RIFLES,Counter-Strike: Global Offensive,Cry of Fear,Natural Selection 2,Boring Man - Online Tactical Stickman Combat
189818681.0,BattleBlock Theater®,Left 4 Dead 2,Borderlands 2,Killing Floor,Garry's Mod,Left 4 Dead,Serious Sam HD: The Second Encounter,Sanctum 2,Synergy,Dungeon Defenders,PAYDAY™ The Heist,Guns of Icarus Online,Saints Row IV,Insurgency,Magicka,Arma 3,Killing Floor 2,Day of Defeat: Source,Serious Sam 2,Sniper Elite V2
20683035.0,Unreal Tournament: Game of the Year Edition,Killing Floor,Counter-Strike: Source,Half-Life,Shadow Warrior Classic (1997),STAR WARS™ Republic Commando™,Tom Clancy's Ghost Recon® Desert Siege™,Team Fortress 2,Descent 2,PAYDAY™ The Heist,Call of Duty®,Arma 2: Operation Arrowhead,Delta Force: Black Hawk Down,Insurgency,STAR WARS™ Jedi Knight II - Jedi Outcast™,Call of Duty® 2,Fortress Forever,Judge Dredd: Dredd vs. Death,Day of Defeat: Source,Red Faction
161637382.0,,,,,,,,,,,,,,,,,,,,
86355338.0,Left 4 Dead 2,Dungeon Defenders,Magicka,Insurgency,Arma 3,Killing Floor 2,Counter-Strike: Global Offensive,PAYDAY 2,Tom Clancy's Rainbow Six® Siege,SMITE®,Magicka 2,ORION: Prelude,TOXIKK™,RIFT,ArcheBlade™,Dungeon Defenders II,Tower Wars,Warface,Prime World,CroNix
158944454.0,BattleBlock Theater®,Left 4 Dead 2,Killing Floor,Terraria,Door Kickers,Torchlight II,Black Ice,Serious Sam HD: The Second Encounter,Left 4 Dead,Tabletop Simulator,Sanctum 2,Synergy,Sins of a Solar Empire: Rebellion®,Contraption Maker,Guns of Icarus Online,"Warhammer 40,000: Space Marine",Grim Dawn,Insurgency,Fistful of Frags,Arma 3
133609786.0,Left 4 Dead 2,Dungeon Defenders,Magicka,Insurgency,Arma 3,Killing Floor 2,Counter-Strike: Global Offensive,PAYDAY 2,Tom Clancy's Rainbow Six® Siege,SMITE®,Magicka 2,ORION: Prelude,TOXIKK™,RIFT,ArcheBlade™,Dungeon Defenders II,Tower Wars,Warface,Prime World,CroNix
65872385.0,Portal 2,Killing Floor,Left 4 Dead,Dying Light,Call of Duty: World at War,Killing Floor 2,Arma 3,Nation Red,Sniper Elite: Nazi Zombie Army,Zombie Panic! Source,Bloody Trapland,Resident Evil™ 5/ Biohazard 5®,Resident Evil Revelations / Biohazard Revelations,Call of Duty®: Black Ops II,How to Survive,Rocketbirds: Hardboiled Chicken,Resident Evil 6 / Biohazard 6,Resident Evil Revelations 2 / Biohazard Revelations 2,ORION: Prelude,Contagion
38968408.0,The Room,Hero of the Kingdom,Five Nights at Freddy's 4,Layers of Fear,Five Nights at Freddy's 2,Monstrum,Penumbra Overture,Knock-knock,Lone Survivor: The Director's Cut,Five Nights at Freddy's 3,Puzzle Bots,Scratches - Director's Cut,The Void,Else Heart.Break(),Serena,Kholat,Rake,Call of Cthulhu®: Dark Corners of the Earth,Amnesia: A Machine for Pigs,Silent Hill Homecoming
27171538.0,Portal 2,Don't Starve: Reign of Giants,Stronghold Crusader HD,Killing Floor,Don't Starve,Left 4 Dead 2,Don't Starve: Shipwrecked,Terraria,Garry's Mod,Orcs Must Die! 2,Left 4 Dead,Serious Sam HD: The Second Encounter,Mass Effect,Black Mesa,Sanctum 2,Prison Architect,Rodina,Serious Sam HD: The First Encounter,The Forest,Hacknet
293551083.0,Terraria,Dying Light,Fistful of Frags,Starbound,Zombie Panic! Source,Boring Man - Online Tactical Stickman Combat,Cry of Fear,Spiral Knights,Rust,Creativerse,ORION: Prelude,Contagion,CastleMiner Z,Rake,Miscreated,DayZ,Tales Runner,Nomad,Survarium,The Fifth Day
240405101.0,Portal 2,BattleBlock Theater®,Castle Crashers®,Killing Floor,Terraria,Black Ice,The Swapper,Serious Sam HD: The Second Encounter,Left 4 Dead,CrossCode,Door Kickers,Worms Armageddon,Sanctum 2,Tabletop Simulator,Call of Duty: World at War,Contraption Maker,Sins of a Solar Empire: Rebellion®,Out There Somewhere,Synergy,Dying Light
229111581.0,Left 4 Dead 2,Killing Floor,Garry's Mod,Left 4 Dead,Synergy,Guns of Icarus Online,Insurgency,Arma 3,Killing Floor 2,Day of Defeat: Source,Counter-Strike: Global Offensive,Natural Selection 2,PAYDAY 2,Murder Miners,Codename CURE,Chivalry: Medieval Warfare,Rust,ORION: Prelude,Primal Carnage: Extinction,Warface
92314533.0,,,,,,,,,,,,,,,,,,,,
185849750.0,Left 4 Dead 2,Dungeon Defenders,Magicka,Insurgency,Arma 3,Killing Floor 2,Counter-Strike: Global Offensive,PAYDAY 2,Tom Clancy's Rainbow Six® Siege,SMITE®,Magicka 2,ORION: Prelude,TOXIKK™,RIFT,ArcheBlade™,Dungeon Defenders II,Tower Wars,Warface,Prime World,CroNix
145722517.0,Left 4 Dead 2,Dungeon Defenders,Magicka,Insurgency,Arma 3,Killing Floor 2,Counter-Strike: Global Offensive,PAYDAY 2,Tom Clancy's Rainbow Six® Siege,SMITE®,Magicka 2,ORION: Prelude,TOXIKK™,RIFT,ArcheBlade™,Dungeon Defenders II,Tower Wars,Warface,Prime World,CroNix
197157593.0,Left 4 Dead 2,Dungeon Defenders,Magicka,Insurgency,Arma 3,Killing Floor 2,Counter-Strike: Global Offensive,PAYDAY 2,Tom Clancy's Rainbow Six® Siege,SMITE®,Magicka 2,ORION: Prelude,TOXIKK™,RIFT,ArcheBlade™,Dungeon Defenders II,Tower Wars,Warface,Prime World,CroNix
107383658.0,Left 4 Dead 2,Dungeon Defenders,Magicka,Insurgency,Arma 3,Killing Floor 2,Counter-Strike: Global Offensive,PAYDAY 2,Tom Clancy's Rainbow Six® Siege,SMITE®,Magicka 2,ORION: Prelude,TOXIKK™,RIFT,ArcheBlade™,Dungeon Defenders II,Tower Wars,Warface,Prime World,CroNix
202465494.0,Left 4 Dead 2,Dungeon Defenders,Magicka,Insurgency,Arma 3,Killing Floor 2,Counter-Strike: Global Offensive,PAYDAY 2,Tom Clancy's Rainbow Six® Siege,SMITE®,Magicka 2,ORION: Prelude,TOXIKK™,RIFT,ArcheBlade™,Dungeon Defenders II,Tower Wars,Warface,Prime World,CroNix
237156166.0,POSTAL 2,Screencheat,Dying Light,Path of Exile,Resident Evil / biohazard HD REMASTER,Dig or Die,Space Engineers,Aliens versus Predator Classic 2000,Of Guards And Thieves,Condemned: Criminal Origins,Verdun,TerraTech,Spiral Knights,Quake Live™,The Void,Call of Juarez™,Rust,The Lord of the Rings Online™,Creativerse,DC Universe™ Online
132057825.0,Counter-Strike: Source,Half-Life,STAR WARS™ Republic Commando™,Tom Clancy's Ghost Recon® Desert Siege™,Descent 2,Delta Force: Black Hawk Down,Brothers in Arms: Road to Hill 30™,Battlefield: Bad Company™ 2,Call of Duty: United Offensive,Squad,Team Fortress Classic,Deathmatch Classic,Medal of Honor: Airborne,Primal Carnage,Ricochet,Half-Life Deathmatch: Source,ARMA: Combat Operations,Tom Clancy's Rainbow Six Lockdown™,Cossacks II: Napoleonic Wars,Shadow Warrior (Classic)
47453568.0,,,,,,,,,,,,,,,,,,,,
